지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 순간 풍속(m/s),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심적설(cm),평균 지면온도(°C),최저 초상온도(°C)
119,2017-05-02,18.4,11.7,26.8,,,6.2,4.5,270,1659,1.4,8.7,30,1420,57.8,11.4,1017.5,1023.1,1029,1019.2,212,1021.5,13.8,9.6,1200,2.41,17.56,,,22.4,9.5
119,2017-05-03,19.2,11,29.4,,,9.6,5.8,290,1729,1.4,7.4,15,1631,51.3,10.4,1016.9,1023.2,751,1017.9,1654,1021,13.8,12.3,1200,2.69,20.84,,,23.8,8.6
119,2017-05-04,19.9,12.5,28.1,0.17,0,7.9,5,270,1550,1.5,10,33,1251,55.6,12.3,1012.3,1020.7,1,1013.4,1846,1016.3,13.8,7.9,1300,2.35,15.71,,,23.1,10.3
119,2017-05-05,19.8,14.5,27.7,0.17,0,10.2,6.8,270,1655,2.4,12,37,1406,63.3,14,1009.9,1015.7,641,1011.5,1619,1013.9,13.9,10.9,1100,2.67,19.81,,,26.2,14.4
119,2017-05-06,14.6,8.6,21.1,,,12.2,7.7,250,1540,3.3,0.7,15,1415,42.8,6.7,1011.9,1017.2,808,1014.4,1735,1016,13.9,12.2,1100,2.66,20.63,,,20.4,6.3
119,2017-05-07,15.4,8.7,22.3,,,10.7,6.9,270,1411,2.4,5.4,16,1404,57.5,9.2,1010.4,1016.5,1,1012.4,1606,1014.4,13.9,11.8,1200,2.82,21.06,,,20.5,6.6
119,2017-05-08,17,9.3,23.7,,,6.8,4.2,200,1231,1.6,7.2,33,1804,54.1,10.3,1010.1,1015.4,745,1012.7,1816,1014.1,14,5.9,1000,1.91,14.09,,,20.1,6.7
119,2017-05-09,16.3,13.6,21.3,9.75,2.9,8.9,6,110,1511,2,9.8,43,1202,68.4,12.4,1006.6,1015.1,755,1007.6,2356,1010.7,14,1.1,1100,2.21,7.37,,,17.6,13.5
119,2017-05-10,15.7,13.2,20.9,5.55,4.6,7.8,5.1,270,1149,2.1,12.1,54,1343,80.5,14.2,1006.1,1014.3,2400,1007,239,1010.1,14,8.1,1300,2.82,17.03,,,19.6,12.1
119,2017-05-11,18.5,12.5,25,1.17,0.3,5,3.1,200,1443,1.3,13.6,53,1652,75.6,15.7,1007.5,1014.6,3,1010.2,1716,1011.4,14.1,4.3,1100,2.57,13.66,,,20.3,11.4
119,2017-05-12,18.7,14.6,22.9,0.55,0.2,7.2,4.7,200,1204,1.4,15.2,66,1140,81.4,17.3,1005,1010.8,1,1007.7,1803,1008.9,14.1,0,1000,0.9,6.13,,,19.1,12
119,2017-05-13,15.9,11.2,24.1,1.4,3.5,14.7,8.8,200,1412,2.6,12.8,47,1403,84,14.8,1002.4,1009.7,2340,1000.6,1354,1006.4,14.1,3,900,1.57,9.04,,,17.2,9.9
119,2017-05-14,14.5,9.5,20.1,,,10.9,7.1,270,1315,3.1,8.3,39,1212,69.4,11,1006.2,1012.5,2211,1008.9,419,1010.3,14.1,13.1,1200,2.96,24.09,,,20,7.1
119,2017-05-15,15.3,9.9,20.6,,,8.4,5,270,1614,2.5,9.2,47,1411,69,11.6,1008.3,1013.8,2305,1011.1,1458,1012.3,14.2,12.6,1200,2.93,23.66,,,21.8,7.8
119,2017-05-16,16.3,12.6,22.4,,,6.4,4.3,290,1507,1.9,9.7,44,1315,66.9,12,1007.1,1013.6,109,1008.9,1804,1011.1,14.2,8.6,1200,2.17,16.95,,,21.3,10.7
119,2017-05-17,17.8,9.9,25.7,,,7.4,4.9,270,1537,1.7,9.4,34,1544,62.3,11.8,1007.7,1014.3,2336,1010.2,1458,1011.7,14.2,13.2,1100,2.7,22.35,,,23.7,8.2
119,2017-05-18,19.3,11.2,27.1,,,7.7,4.8,250,1333,1.7,9.2,31,1500,55.5,11.6,1011.9,1017.3,2355,1014.3,1,1015.9,14.3,12.6,1200,2.47,20.93,,,24.6,9.2
119,2017-05-19,19.8,12.7,28.3,,,8,5.1,290,1626,1.8,8.7,27,1149,54.5,11.3,1013.1,1018.2,2255,1015.7,1514,1017.1,14.3,13.2,1200,2.89,23.47,,,25.8,10.2
119,2017-05-20,19.5,12.8,26.4,,,9.1,5.7,270,1502,2.1,8.4,30,1621,52.4,11.1,1012.1,1018,1,1014,1753,1016,14.3,11.8,1100,2.67,20.48,,,24.5,10.3
119,2017-05-21,20.2,13.5,26.7,,,7.7,5,250,1356,1.8,10.5,30,1312,56.4,12.7,1011.3,1016.7,746,1013.2,1808,1015.3,14.3,12.8,1200,2.91,23.72,,,26.5,12
119,2017-05-22,20.3,13,28,,,7.1,4.7,270,1333,1.6,11.6,30,1627,61.5,13.8,1010.1,1016.2,601,1011.6,1659,1014.1,14.4,12.5,1100,2.74,21.89,,,26.5,10.8
119,2017-05-23,19.3,15,24.4,2.47,7.1,6.5,4.4,320,1859,1.6,14.1,48,1222,74,16.1,1006.9,1013.5,12,1009.3,1748,1010.9,14.4,1.5,1100,1.65,11.46,,,22.3,13
119,2017-05-24,20.4,15.6,26.7,2.92,3.9,7.5,4.9,250,1553,1.9,14.7,44,1232,72.5,16.8,1004.3,1010,1,1006.4,1700,1008.2,14.4,11.3,1300,2.68,21.32,,,24.9,13.8
119,2017-05-25,18.3,12.7,24.5,,,11.7,6.9,250,1424,3.2,8.6,28,1506,57.5,11.5,1001.4,1008.7,1,1002.5,1512,1005.4,14.4,13.2,1300,2.78,23.41,,,23.8,10.8
119,2017-05-26,16.9,11.4,22.8,,,8,4.8,250,1157,2.6,5.5,31,1053,49,9.2,1004.3,1011,2305,1006.3,25,1008.3,14.4,12.7,1100,2.97,23.21,,,23.8,9
119,2017-05-27,17.8,11.4,25.6,,,7.2,4.4,270,1538,1.9,8,28,1705,57,10.8,1008.3,1013.2,737,1010.8,24,1012.3,14.5,13.6,1200,2.9,24.07,,,24.8,9.5
119,2017-05-28,20.1,11.9,27.3,,,8.2,5,230,1259,2.2,11,32,1115,58.6,13.6,1007.9,1013.3,339,1009.2,1755,1011.8,14.5,11.2,1200,2.54,20.23,,,25.3,9.7
119,2017-05-29,21.8,16.4,29.4,,,7.3,4.6,270,1532,1.8,15.8,44,1356,71,17.9,1008.1,1013.8,707,1010.3,1708,1012,14.5,11.6,1200,2.6,21.02,,,27.3,14.3
119,2017-05-30,22.6,16.6,30.3,,,7,4.2,200,1558,1.7,10.4,17,1417,51.9,13,1005.7,1012.6,752,1007,1825,1009.6,14.5,11.4,1300,2.2,18.81,,,27.1,14.5
119,2017-05-31,21.8,15.7,28.4,,,5.1,3.3,180,954,1.5,14,35,1153,64.4,16.2,999.2,1007.5,1,999.5,1853,1003.1,14.5,7.9,1400,2.05,16.93,,,26.9,14
119,2017-06-01,22.1,18.3,26.3,0.2,0,10.3,6.8,270,1549,2.8,15,42,2040,66.4,17.7,995.6,1001.1,2335,997.5,1735,999.5,14.6,9.9,1200,2.67,20.37,,,28,16.6
119,2017-06-02,20,13.6,25.7,,,8.2,5.5,250,1500,2.5,8.1,26,1103,49.3,10.9,1000.3,1006.7,2324,1001.1,1,1004.2,14.6,12.9,1200,2.88,23.78,,,27.1,10.9
119,2017-06-03,19.5,15,25.8,,,8.8,5.9,270,1534,2.7,9.6,29,1237,55.8,12,1004,1010.3,2232,1006.4,1,1008,14.6,13.8,1100,2.8,23.97,,,27.7,13.2
119,2017-06-04,20.4,12.5,28.1,,,8.9,5.5,270,1732,2.1,8.5,23,1214,53.1,11.4,1007.7,1014.4,2328,1010,1517,1011.7,14.6,13.7,1100,2.78,23.78,,,27.5,10.4
119,2017-06-05,22.6,13.7,30.2,,,7.2,4.6,270,1719,1.5,8.8,19,1639,45.4,11.4,1010.8,1016.1,2245,1012.9,1603,1014.7,14.6,12.9,1200,2.66,23.26,,,29.3,11.3
119,2017-06-06,18.9,14.7,22.7,11.67,6,9.4,6.4,110,1819,3.1,10.8,43,1126,62.8,13.1,1008.8,1016.2,641,1007.3,2400,1012.7,14.6,0,1300,1.01,5.97,,,20.8,14.4
119,2017-06-07,17.3,15.2,19.3,12.08,6.1,7.1,3.9,270,1805,2.1,16.9,89,1833,98,19.2,1001.1,1008.9,2243,1003.1,1325,1005.1,14.6,0.1,1600,0.39,2.48,,,18.6,15.4
119,2017-06-08,19.8,15.3,26.4,,,7.9,4.7,250,1516,2.2,15.5,46,1439,78.6,17.6,1006.2,1011.9,830,1008.6,1,1010.1,14.7,8.8,1300,2.66,19.51,,,23.9,14.8
119,2017-06-09,20.8,15.5,27.2,1.67,0,10.6,6,250,1425,2.5,16.2,47,1311,77,18.5,1003.1,1009.8,147,1004.3,1459,1007.1,14.7,7.5,1300,2.45,15.78,,,24.3,13.8
119,2017-06-10,20.8,15.8,27.6,1.53,0.5,6.3,3.5,270,1836,1.8,10.3,19,1511,58.4,13.3,1003.1,1009,1005,1005.5,1758,1007,14.7,8.9,1300,2.8,18.66,,,24.7,12.5
119,2017-06-11,21.9,12.6,29.6,,,7.8,5.1,270,1526,1.9,8.5,22,1147,48.4,11.2,1004.4,1011.7,2345,1006.7,216,1008.3,14.7,13.9,1200,2.85,24.36,,,27.6,10.1
119,2017-06-12,21.6,17.3,27.2,,,7.2,5,110,802,2.8,9.9,33,1431,48.8,12.3,1010.3,1015.7,851,1011.7,1,1014.2,14.7,8,1100,2.59,18.44,,,27,15.5
119,2017-06-13,20.4,16.4,26.3,1.08,0.3,8.4,5.7,250,1550,2.1,15.5,45,1432,75.5,17.7,1010.7,1016.4,624,1013.1,1512,1014.7,14.7,7.6,1300,2.62,17.17,,,26.3,14.7
119,2017-06-14,20.8,17.2,26.3,,,8.2,5,270,1540,2.4,15.4,36,1512,74.8,17.7,1007.4,1013.9,1,1009.2,1832,1011.3,14.7,11.1,1200,2.75,21.82,,,27.7,16.5
119,2017-06-15,22.1,16.2,29,,,6.7,4.2,250,1406,1.9,16.1,44,1525,72.4,18.3,1004.6,1010.3,45,1006.5,1723,1008.5,14.7,12.3,1200,2.68,21.92,,,28,15.2
119,2017-06-16,24.1,18.5,32.2,,,7,4.6,270,1649,1.9,16.8,32,1334,67.8,19.2,1005.5,1010.8,2304,1007.8,1542,1009.4,14.7,11.9,1200,2.62,21.1,,,29.7,16.6
119,2017-06-17,23.4,18.3,29.7,,,6.5,4,270,1542,1.9,12.8,38,1502,52.6,14.8,1006.7,1011.9,721,1009.3,1605,1010.6,14.7,12.6,1200,2.56,21.43,,,29.5,16.1
119,2017-06-18,22.8,15.3,32,,,7.4,5.1,270,1533,1.7,13.7,26,1403,61.1,15.9,1006.5,1012,749,1008.4,1643,1010.4,14.7,13.3,1100,2.63,22.63,,,29.7,13.5
119,2017-06-19,23.9,17,30.3,,,6.7,4.2,270,1404,1.5,14.5,29,1644,61.6,16.8,1005.6,1011.2,3,1008,1740,1009.5,14.7,11.5,1300,2.53,19.76,,,29.1,15.4
119,2017-06-20,24.8,17.9,31.8,,,6.6,4.6,250,1609,1.5,14.6,33,1044,57.1,16.7,1001.1,1008.6,1,1002.4,1816,1005,14.7,6.3,1100,2.38,16.25,,,28.6,15.6
119,2017-06-21,23.9,19.8,30.7,,,8.7,5,270,1525,2.4,15.5,38,1439,61.9,17.7,1002,1009.3,2340,1003.2,8,1005.9,14.7,12.4,1200,2.66,22.07,,,31.1,18.7
119,2017-06-22,24.3,20.1,30.5,,,6.6,4.4,250,1815,2.1,17.2,42,1737,67.5,19.7,1004.9,1010.2,623,1007,1707,1008.8,14.7,10.8,1300,2.62,20.99,,,31.4,19.7
119,2017-06-23,25,19,33.2,,,8.1,5.2,270,1625,1.7,17.1,34,1412,65.4,19.7,1002.4,1008.7,1,1004.3,1754,1006.3,14.7,12.6,1200,2.75,22.28,,,32.2,17.9
119,2017-06-24,22.8,19.5,27.6,9.15,2.7,5.3,3.1,290,1624,1,16.6,42,1150,70.5,19,999.5,1005.3,1,1001.3,1756,1003.4,14.7,0,1100,0.91,5.29,,,24.7,19.3
119,2017-06-25,24.2,19.8,29.9,1.67,0.5,6.2,4.3,290,1823,1.4,18.3,44,1557,72.6,21.2,998.6,1005,2356,1001,1628,1002.4,14.7,6.4,1000,2.18,15.18,,,28.1,19.9
119,2017-06-26,23.2,20,30.3,5.72,7.3,7.9,5.2,110,2200,2.1,20.2,49,1357,85.3,23.7,1003.2,1009.8,2336,1005,1,1007.1,14.7,4.3,1000,2.32,13.07,,,25.6,19.9
119,2017-06-27,24.1,20.2,30.8,2.12,4.2,6.6,4,110,12,2.2,20.3,49,1440,81.1,23.8,1005.9,1011.3,2251,1008.4,1505,1009.8,14.7,8.5,1300,2.63,18.83,,,28.9,19.4
119,2017-06-28,24.9,21.3,30.6,,,6.4,4.5,270,1631,1.6,20,50,1353,76.3,23.5,1008.2,1013.5,2318,1010.4,1649,1012.1,14.7,8.5,1100,2.46,18.42,,,28,20.8
119,2017-06-29,25,20.2,31.4,,,6.8,4.7,270,1733,1.6,19.8,47,1428,75.5,23.2,1007.3,1013.4,1,1008.8,1933,1011.2,14.7,9.1,1000,2.34,18.02,,,28.7,19.1
119,2017-06-30,25.2,21.4,31.2,,,6.1,4,270,1429,1.9,20.3,45,1411,76.9,23.9,1004.5,1010,112,1006.5,1747,1008.3,14.7,6,1300,2.3,17.37,,,29.5,21.2
119,2017-07-01,23.9,21.4,28.1,5.15,15.6,6.4,4.1,180,1541,1.1,21.7,63,1247,89.6,26,1003.7,1008.8,2218,1006.7,1401,1007.6,14.7,0.2,1200,1.64,7.98,,,26.3,20.5
119,2017-07-02,24.9,23.5,26.5,16.53,85,7.8,4.2,200,2338,1.8,24.6,93,1738,98.5,30.9,1003,1008.3,1,1005.3,2328,1006.9,14.7,0,1000,0.57,4.11,,,25.6,23.5
119,2017-07-03,24.5,23.5,27.8,9.1,12.4,10.7,5.6,200,106,2.7,24.1,85,1328,98.5,30.1,1002,1007.5,2143,1004.8,257,1005.9,14.7,0,1300,0.86,3.94,,,24.9,23.4
119,2017-07-04,26,22.8,31.2,6.25,82.3,6.8,4.7,270,1631,1.6,23.5,60,1529,87.5,28.9,1002.2,1008.9,2359,1004.8,402,1006.1,14.7,8.9,1400,2.27,18.11,,,27.9,22.1
119,2017-07-05,27,22.7,33.6,,,7,4.5,250,1637,1.2,22.1,41,1554,77.1,26.7,1006.1,1011.5,2328,1008.5,1640,1009.9,14.7,8.2,1200,2.57,18.99,,,28.4,22
119,2017-07-06,27.3,22.3,34,,,8.2,5,250,1606,1.6,22.8,49,1406,78.6,27.7,1006.2,1011.5,728,1007.5,1601,1010,14.6,8.8,1200,2.61,19.93,,,29.1,21.4
119,2017-07-07,26.4,24.3,28.7,5.82,6.1,6.4,4,200,1832,2.1,24.4,80,712,89.3,30.6,1003.9,1010.1,1,1006.1,1720,1007.7,14.6,0.6,1100,0.9,5.21,,,26.3,23.4
119,2017-07-08,25.6,23.7,28.2,4.18,19.3,7.9,5,180,622,1.9,24.8,84,1433,95.8,31.4,1002.8,1008.3,2313,1005.4,519,1006.7,14.6,0.1,1400,0.97,3.73,,,25.9,23.5
119,2017-07-09,26.4,22.6,31.8,6.42,28,8.9,5.7,140,2134,1.3,24.7,70,1619,91.9,31.2,1002.3,1008.4,148,1003.6,2355,1006.2,14.6,1.1,1100,1.46,9.89,,,28,22.7
119,2017-07-10,24.8,23.2,26.1,19.08,69.5,10.3,5.5,200,1331,2.2,24.6,94,1443,99.4,30.9,997.3,1003.5,1,1000.2,655,1001.2,14.6,0,1300,0.4,2.08,,,25.4,23.4
119,2017-07-11,26.1,22.2,32,2.52,1.3,6.2,4,250,1712,1.7,23.9,64,1522,89,29.8,1003.4,1010.3,2317,1001.6,47,1007.3,14.6,6,1200,2.43,16.1,,,27.6,22.1
119,2017-07-12,26.3,23.2,31.9,2.25,0,5.8,3.7,270,1805,1.7,24,63,1556,88.6,29.9,1006.4,1011.8,1015,1008.7,1735,1010.2,14.6,5.8,1300,2.57,14.31,,,28,22.2
119,2017-07-13,27,21.5,32.3,,,5.3,3.5,320,1551,1.2,23.1,59,1326,81.3,28.4,1004.1,1009.6,800,1006.3,1914,1007.9,14.5,10.8,1100,2.17,18.07,,,28.8,20.6
119,2017-07-14,28.2,24.4,33.9,1.33,0.2,8.5,5.7,250,1549,1.9,24.1,53,1541,79.8,30,1004.1,1008.9,2156,1006.9,1,1007.9,14.5,7.7,1100,2.48,17.66,,,29.4,23.7
119,2017-07-15,24.3,22.7,26.1,14.78,74.7,6.4,3.7,250,1556,1.4,24,92,1659,98.9,29.9,1005.7,1012.1,2210,1007.6,341,1009.6,14.5,0.1,1600,0.41,2.78,,,25.5,22.9
119,2017-07-16,25.2,22.9,27.2,7.53,77.8,9.2,6,360,323,1.4,24.5,86,1305,96.5,30.8,1008,1013.6,1225,1009.1,405,1011.9,14.5,0.1,1200,1.14,7.32,,,26.4,23
119,2017-07-17,26,23.5,29.1,6.77,0.9,6.2,4.1,270,1358,1.4,24.5,77,1722,92,30.7,1008.2,1013.4,1,1010.9,1929,1012.1,14.4,0.1,1000,0.99,7.97,,,27.3,23.4
119,2017-07-18,25.9,23,31,1.08,1.3,5.4,3.4,270,1750,1.4,24.2,68,1534,91.4,30.2,1005.8,1011.9,1,1007.9,1803,1009.6,14.4,4.2,1500,1.57,11.28,,,27,22.9
119,2017-07-19,28,24.5,34.8,,,6,3.7,270,1625,1.4,23.5,50,1505,78.4,29,1003.2,1009,1,1004.8,1745,1007.1,14.4,8.6,1400,2.34,18.48,,,30.2,24.4
119,2017-07-20,28.8,24.7,34.4,,,5.8,4,270,1713,1.5,24.9,58,1439,80.9,31.4,1002.8,1008.4,728,1005,1441,1006.6,14.4,9.4,1300,2.54,17.7,,,30,24.1
119,2017-07-21,29.1,26.2,32.6,1.12,5.1,5.6,3.6,250,1129,1.6,26.3,66,1137,85.8,34.3,1004.4,1010,2306,1006.5,256,1008.2,14.4,3.1,1000,1.77,10.63,,,28.9,25.6
119,2017-07-22,28.7,26.7,32.5,1.62,0.2,5.6,3.6,200,1521,1.5,26.6,70,1454,89.4,34.8,1005.2,1010.6,905,1007.5,1833,1009.1,14.3,3.8,1200,1.93,10.84,,,29.4,26.3
119,2017-07-23,26.8,25.7,29.2,8,63.3,6.4,4.1,160,1101,1.6,26.6,94,1,99.1,34.8,1001.1,1007.7,1,1003.2,1609,1004.9,14.3,0,1500,0.65,2.01,,,27.2,25.5
119,2017-07-24,25.9,24.9,27.7,6.7,19.4,3.6,2.2,340,1204,0.6,25.5,91,1747,98.3,32.6,998.9,1004.3,1,1001.3,1741,1002.7,14.3,0.6,1700,0.68,3.14,,,26.6,25.1
119,2017-07-25,29.4,25.3,35.8,,,7.5,5.3,110,2342,1.4,25,45,1644,79.1,31.6,999.6,1006.4,2349,1001.4,327,1003.4,14.3,9.7,1200,2.45,18.73,,,30.9,25.2
119,2017-07-26,28.1,24.3,32.2,,,8.1,5.3,140,858,2.9,20.2,49,1519,62.9,23.6,1003.7,1009,806,1006.2,1700,1007.5,14.2,11.8,1100,2.52,20.36,,,29.4,23.4
119,2017-07-27,27,24.4,30.7,1.1,0.8,4.8,3,110,630,1.6,19.8,50,909,66.3,23.3,1004.2,1009,822,1006.7,1708,1008.1,14.2,2.3,1400,1.41,10.77,,,28,22.7
119,2017-07-28,25.3,23.7,27.4,13.42,16.5,3.7,2.3,140,846,1,25.1,93,1709,99.1,31.8,1004.1,1008.8,654,1006.8,101,1008,14.2,0,1600,0.53,2.65,,,25.9,23.8
119,2017-07-29,27,24.8,30.7,,,7.5,4.9,110,2108,2.6,23.7,68,1710,83.5,29.4,1003.5,1008.6,851,1006,1734,1007.4,14.2,2.7,1000,1.67,12.4,,,27.9,24.2
119,2017-07-30,27.6,23.9,32.8,,,5.5,3.8,110,24,1.7,22.6,56,1420,75.3,27.4,1003.2,1008.1,2259,1005.8,1634,1007.1,14.1,9,1200,2.31,18.2,,,29.6,23.4
119,2017-07-31,24.2,23.1,26.6,13.92,104.8,7.7,4.7,200,527,1.2,23.8,75,3,97.9,29.4,1005,1010.8,2213,1006.9,430,1008.9,14.1,0,1400,0.58,2.76,,,25.7,23.4
119,2017-08-01,27.3,23.2,33.6,3.75,0.8,4.6,3.5,110,27,1.2,24.4,59,1732,85.6,30.7,1006.1,1011.7,1003,1008.3,1735,1010,14.1,7.9,1200,2.43,16.62,,,29,23.1
119,2017-08-02,29.3,25.2,34.2,,,5,3.2,340,1639,0.8,25.9,59,1344,83.4,33.4,1003.3,1009.7,1,1005.2,1815,1007.1,14,6,1300,1.93,13.51,,,30.3,24.5
119,2017-08-03,29.2,26.2,32.7,,,6.8,4.4,110,946,2.6,22.1,48,1709,67.9,26.9,1001.2,1006.3,922,1003.2,1722,1005.1,14,12.2,1100,2.69,19.91,,,30.5,25
119,2017-08-04,29.7,25.1,35.4,,,5.1,3.1,140,842,1.7,22.1,45,1454,65.5,26.6,1001.4,1006.7,817,1003.5,1646,1005.2,14,12.2,1100,2.62,20.2,,,30.5,23.8
119,2017-08-05,31.2,27,36.9,,,6.5,4.3,320,1551,1.5,25.1,47,1441,71.8,32,999.2,1004.7,50,1000.3,1821,1003,13.9,11.3,1400,2.55,19.98,,,32.7,25.3
119,2017-08-06,28.9,25.5,33.4,2.33,2.7,6,3.6,50,945,1.5,25.6,67,1705,83.1,32.8,996.8,1002.6,925,998.4,1731,1000.6,13.9,3.6,1400,1.9,9.22,,,30.2,25.3
119,2017-08-07,28.5,25.2,33.6,,,7,4.6,250,1437,1.9,24.6,59,1132,81.1,31,995.8,1000.8,2350,998.1,1532,999.6,13.9,10.5,1100,2.57,19.04,,,31.1,24.3
119,2017-08-08,27.6,24.6,32.1,0.07,0,6.1,4,270,1515,1.5,22.1,53,1417,73.6,26.7,996,1000.9,1,998.9,1744,999.8,13.9,5,1300,2.26,14.18,,,29.8,23.7
119,2017-08-09,26.5,23.8,29.6,5.35,6.6,7.3,4.7,110,1116,1.9,22.5,60,15,79.9,27.2,994.1,999.6,1,996.5,1557,997.9,13.8,0.9,1500,1.32,8.74,,,27.8,23.4
119,2017-08-10,24.5,23.3,25.6,17.5,11.3,3,1.9,90,1216,0.7,24.3,96,1146,99.5,30.4,996.9,1002.9,2336,998.6,145,1000.7,13.8,0.4,1000,0.54,3.6,,,26.3,23.6
119,2017-08-11,26,23.5,32,3.85,6.9,5.9,3.9,250,1602,1.4,23.8,55,1318,88.9,29.6,1002.3,1009,2400,1002.8,1,1006.2,13.7,5.2,1200,2.67,11.82,,,27.1,22.8
